id,urn,title,genre,albumCover,url
1817793996,soundcloud:tracks:1817793996,I Had Some Help (feat. Morgan Wallen),Country,https://i1.sndcdn.com/artworks-cdAWpox6gl8p-0-large.jpg,https://soundcloud.com/postmalone/post-malone-i-had-some-help
1781417685,soundcloud:tracks:1781417685,Too Sweet,Pop,https://i1.sndcdn.com/artworks-roJ3FyTcLlE0-0-large.jpg,https://soundcloud.com/hozier/too-sweet-1
1803793386,soundcloud:tracks:1803793386,Push Ups,Hip Hop,https://i1.sndcdn.com/artworks-umVBhY8hcqxD-0-large.jpg,https://soundcloud.com/octobersveryown/drake-push-ups
1768728738,soundcloud:tracks:1768728738,the boy is mine,Pop,https://i1.sndcdn.com/artworks-QSdTnWeuPItR-0-large.jpg,https://soundcloud.com/arianagrande/ariana-grande-the-boy-is-mine
1776107214,soundcloud:tracks:1776107214,i like the way you kiss me,Pop,https://i1.sndcdn.com/artworks-GwXQLzAU7WMq-0-large.jpg,https://soundcloud.com/artemaswannabepopstar/i-like-the-way-you-kiss-me
1806996909,soundcloud:tracks:1806996909,MILLION DOLLAR BABY,Hip Hop,https://i1.sndcdn.com/artworks-ofCIJJzhJ4a6-0-large.jpg,https://soundcloud.com/tommyrichmann/million-dollar-baby
1768729284,soundcloud:tracks:1768729284,we can't be friends (wait for your love),Pop,https://i1.sndcdn.com/artworks-sG9FYUNpBqyQ-0-large.jpg,https://soundcloud.com/arianagrande/ariana-grande-we-cant-be
1822834335,soundcloud:tracks:1822834335,CHIHIRO,Alternative,https://i1.sndcdn.com/artworks-AdlcsT13yEfb-0-large.jpg,https://soundcloud.com/billieeilish/chihiro
1754372958,soundcloud:tracks:1754372958,Saturn,R&B,https://i1.sndcdn.com/artworks-seiboDKsEv6R-0-large.jpg,https://soundcloud.com/szababy2/saturn
1822834869,soundcloud:tracks:1822834869,LUNCH,Alternative,https://i1.sndcdn.com/artworks-bpkbDpLmDP1p-0-large.jpg,https://soundcloud.com/billieeilish/lunch
1803422997,soundcloud:tracks:1803422997,Fortnight (feat. Post Malone),Pop,https://i1.sndcdn.com/artworks-bplr0SbHnAq4-0-large.jpg,https://soundcloud.com/taylorswiftofficial/fortnight-feat-post-malone
1781131074,soundcloud:tracks:1781131074,Like That,Hip Hop,https://i1.sndcdn.com/artworks-4MWbHeWduzPd-0-large.jpg,https://soundcloud.com/futureisnow/future-metro-boomin-like-that
1803423438,soundcloud:tracks:1803423438,Down Bad,Pop,https://i1.sndcdn.com/artworks-RZA2MDYQiCPt-0-large.jpg,https://soundcloud.com/taylorswiftofficial/down-bad
1709664822,soundcloud:tracks:1709664822,Beautiful Things,Pop,https://i1.sndcdn.com/artworks-e5jWEXz8S7LO-0-large.jpg,https://soundcloud.com/bensonboone/beautiful-things
1799087761,soundcloud:tracks:1799087761,Espresso,Pop,https://i1.sndcdn.com/artworks-CzGluttrpjW0-0-large.jpg,https://soundcloud.com/sabrinacarpenter/sabrina-carpenter-espresso
1422809359,soundcloud:tracks:1422809359,Flowers,Pop,https://i1.sndcdn.com/artworks-iS69e3hCBI8w-0-large.jpg,https://soundcloud.com/mileycyrus/flowers
1768726818,soundcloud:tracks:1768726818,true story,Pop,https://i1.sndcdn.com/artworks-Ye3ujrRBkOOB-0-large.jpg,https://soundcloud.com/arianagrande/ariana-grande-true-story
1052170909,soundcloud:tracks:1052170909,traitor,Pop,https://i1.sndcdn.com/artworks-33GATmdY6w5k-0-large.jpg,https://soundcloud.com/oliviarodrigo/traitor
1553375155,soundcloud:tracks:1553375155,vampire,Pop,https://i1.sndcdn.com/artworks-3v4t2P0eRCFh-0-large.jpg,https://soundcloud.com/oliviarodrigo/vampire
1396885495,soundcloud:tracks:1396885495,Snooze,R&B,https://i1.sndcdn.com/artworks-JXHyPMbnV9Tm-0-large.jpg,https://soundcloud.com/szababy2/snooze
